timestamp,name,,legal_name,other_names,,previous_names,,oc_id,,jurisdiction,jurisdication_source,legal_type,legal_type_source,,,foundation_date,,headquarters,,directors,shareholders,,,,,,,,,,,,website,attributes_source,document_name,document_summary,document_raw,,document_filename,document_url,document2_name,documentation2_summary,document2_raw,document2_url
,Seplat Petroleum Development Company Plc,,,Seplat Petroleum Development Company Plc,https://drive.google.com/file/d/0B-KlXDOYUc-ONUI4b3RRd2F2eDQ/edit?usp=sharing,,,ng/824838,https://drive.google.com/file/d/0B-KlXDOYUc-ONUI4b3RRd2F2eDQ/edit?usp=sharing,Nigeria,https://drive.google.com/file/d/0B-KlXDOYUc-ONUI4b3RRd2F2eDQ/edit?usp=sharing,,,,,,,,,"Henin Jean-Francois, Director
Hochard Michel Noel Marie, Director
Orjiakor Ambrose Bryant Chukwueloka, Director
Avuru Augustine Ojuekwu, Director
Ofurhie Macaulay Agbada, Director
Ada-bayero Nasir, Director
Omiyi Basil, Director
Connal Stuart, Director
Okeahalam Charles, Director
Okauru Ifueko Omoigui, Director
Alexander Michael Richard, Director
Brown Roger, Director","MIL (formerly Maurel & Prom Nigeria) SAS (180,000,000)
Sheba Petroleum Development Co. Ltd (BVI) (124,000,000)
Platform Petroleum (JV) Ltd (BVI) (96,000,000)",https://drive.google.com/file/d/0B-KlXDOYUc-ONUI4b3RRd2F2eDQ/edit?usp=sharing,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 20 November 2013 SEPLAT PETROLEUM DEVELOPMENT COMPANY PLC 1. NAME SEPLAT PETROLEUM DEVELOPMENT COMPANY PLC. 2. NAME SENT FOR SEARCH IF DIFFERENT NOT THE SAME. THE NAME SENT WAS SEPLAT PETROLEUM DEVELOPMENT COMPANY LIMITED. 3. REGISTRATION NO. 824838 4. DATE OF REGISTRATION 17TH JUNE, 2009. 5. SECRETARY ODELEYE ISAIAH 32, SURA MOGAJI STREET, ILUPEJU, LAGOS STATE. 6. SHARE CAPITAL 500, 000,000. 7. SHARE INCREASE YES. THE SHARE CAPITAL AT INCORPORATION WAS 1, 000, 000 WHICH WAS INCREASED TO 100, 000, 000 ON 13TH DECEMBER, 2009 IT WAS FURTHER INCREASED TO 200, 000, 000 ON 1ST AUGUST, 2013; AND FROM 200, 000, 000 TO 300, 000, 000 ON 15TH AUGUST, 2013; AND FROM 300, 000, 000 TO THE PRESENT SHARE CAPITAL OF 500, 000, 000 ON 9TH SEPTEMBER, 2013. 8. REGISTERED OFFICE NUMBER 25A, LUGARD AVENUE, IKOYI, LAGOS STATE. 9. DIRECTORS/ADDRESS NAME ADDRESS HENIN JEAN-FRANCOIS HOCHARD MICHEL NOEL MARIE ORJIAKOR AMBROSE BRYANT CHUKWUELOKA AVURU AUGUSTINE OJUEKWU OFURHIE MACAULAY AGBADA ADA-BAYERO NASIR OMIYI BASIL CONNAL STUART OKEAHALAM CHARLES OKAURU IFUEKO OMOIGUI 89, BOULEUARD EMILE ANGIER 75016, PARIS, FRANCE 33, AVENUE DANGLET 64200, BIARRITZ, FRANCE 6, AGODOGBA AVENUE, PARKVIEW ESTATE, IKOYI, LAGOS STATE 12, OLUWOLE, STREET, OFF CHIEF COLLINS STREET, LEKKI, PHASE 1, LAGOS 21/23 AROYEWUN STREET, OGUDU G.R.A, LAGOS THE EMIR’S PALACE, KANO, KANO STATE ROAD 67, HOUSE 110, VITORIA GARDEN CITY, LEKKI PENINSULA, LAGOS FLAT 12B, GROVENOR COURT, OLU HOLOWAY ROAD, IKOYI, LAGOS HOUSE 4A, ST. FRANCIS AVENUE, OWERRI, IMO STATE 10, RHINE STREET, MAITAMA, ABUJA Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 20 November 2013 ALEXANDER MICHAEL RICHARD BROWN ROGER 1, HIBBERTS WAY, GERRAD CROSS, BUCKS SL9 8UD, UNITED KINGDOM OSBORNE HOUSE, 54 HERNE ROAD, LONS DITTON, KT6 5BP, SORREY, UNITED KINGDOM 10. SHAREHOLDERS NAME ADDRESS SHARE STRUCTURE MIL (FORMERLY MAUREL & PROM NIGERIA) SAS SHEBA PETROLEUM DEVELOPMENT CO. LTD (BVI) PLATFORM PETROLEUM (JV) LTD (BVI) 12, RUE VOLNEY 752002, PARIS, FRANCE NERINE CHAMBERS, QUASTISKY, BUILELING, 12TH FLOOR, ROAD TOWN, TORYOLA (BVI) NERINE CHAMBERS, QUASTISKY, BUILELING, 12TH FLOOR, ROAD TOWN, TORYOLA (BVI) 180,000,000 124,000,000 96,000,000 11. MAIN OBJECT TO CARRY ON THE BUSINESS OF EXPLORATION, DEVELOPMENT, PRODUCTION, STORAGE AND TRANSPORTION OF PETROLEUM PRODUCTS IN NIGERIA OR ELSEWHERE, INCLUDING CARRYING ON SUCH BUSINESS ONSHORE, WITHIN TERRITORIAL WATERS, COASTAL LOADING AND DISCHARGING PARTS, AND TO ACQUIRE OR OWN OIL FIELDS, EQUIPMENT OR FACILITIES AND OIL WELLS THROUGH LICENSES AND PAYMENT OF OIL ROYALTIES AND TO INSTALL AND OPERATE MACHINERIES AND OTHER FACILITIES FOR DRILLING OIL AND PETROLEUM GAS, AND ALL OTHER PETROLEUM AND ALLIED MATERIALS FROM OIL WELLS. 12. BORROWING POWERS DEEMED 13. ANNUAL RETURNS 2009, 2011, 2012, 2013 14. MORTGAGES ENCUMBRANCES NIL. 15. PLACE OF SEARCH THE CORPORATE AFFAIRS COMISSION HEADQUARTERS ABUJA. 16. DATE OF SEARCH 26TH NOVEMBER, 2013. 17. OBSERVATION THE COMPANY APPEARS TO HAVE BEEN DULY REGISTERED.",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/824838 SEPLAT PETROLEUM DEVELOPMENT COMPANY PLC.pdf,ng_824838 SEPLAT PETROLEUM DEVELOPMENT COMPANY PLC.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-ONUI4b3RRd2F2eDQ/edit?usp=sharing,,,,
,Shebah Exploration & Production Company Limited,,,Shebah Exploration & Production Company Limited,http://www.igbofocus.co.uk/How_the_North_Cornered_Nigeria/how_the_north_cornered_nigeria-s_oil_blocs.html,,,ng/499348,https://drive.google.com/file/d/0B-KlXDOYUc-OSEtKejNFRE8tV2c/edit?usp=sharing,Nigera,https://drive.google.com/file/d/0B-KlXDOYUc-OSEtKejNFRE8tV2c/edit?usp=sharing,,,,,,,,,"Alkwe Faustinus Izuchukwu, Director
Steve Okolo, Director
Opara George Ezewunwa, Ditrector
Ebi Ernest, Director","Abbeycourt Petroleum Co. Ltd (108,000,000)
Helko Nig. Ltd (30,000,000)
George Opara (12,000,000)
Steve Okolo (10,000,000)
Henrietta Orjiako (20,000,000)
Christine Nwuche (20,000,000)
",https://drive.google.com/file/d/0B-KlXDOYUc-OSEtKejNFRE8tV2c/edit?usp=sharing,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 18 June 2014 SEARCH REPORT DATE OF SEARCH 18th June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja NAME OF COMPANY SENT SHEBAH E & P COMPANY LTD DATE OF INCORPORATION 3rd December, 2003 RC. NO. 499348 REG. OFFICE ADDRESS 175A, Moshood Olugbani Street, V/Island, Lagos State INITIAL SHARE CAPITAL 10,000,000 divided into 10,000,000 ordinary shares of N1.00 each INCREASE IN SHARE CAPITAL 200,000,000 divided into 200,000,000 ordinary shares of N1.00 each SHARES ALLOTTED 200,000,000 CLASSES OF SHARES ORDINARY MAIN OBJECT Exploration, production, development, transportation and marketing of hydrocarbons in forms of oil, condensates, gas, tar, etc, mining, marine agents of Nigeria National Petroleum Company. SHAREHOLDERS NAME ADDRESS SHARES ABBEYCOURT PETROLEUM CO. LTD 25A, Lugard Ave, Ikoyi, Lagos 108,000,000 HELKO NIG. LTD Same as above 30,000,000 GEORGE OPARA 90B, Isale-Eko Street, Dolphine Estate State 12,000,000 STEVE OKOLO 14, Admiralty Road, Lekki, Lagos State 10,000,000 HENRIETTA ORJIAKO 6, Agodogbo Ave, Parkview, Ikoyi, Lagos 20,000,000 Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 18 June 2014 CHRISTINE NWUCHE 4, Oporoma Close, Rumuibekwe, Portharcourt, Rivers State 20,000,000 FIRST DIRECTORS: 1. NWOKEDI UCHE G. 9, Military Street, Onikan, Lagos 2. ATIUEYI JOSEP 9, Military Street, Onikan, Lagos CHANGES IN DIRECTORS: ADDRESS STATUS By the latest particulars of directors filed on 22nd Jan, 2010, the folowing changes were made in the directorship: 1. ALKWE FAUSTINUS IZUCHUKWU 7, Jinadu St, Igbo-efon, Lekki, Lagos APPOINTED 2. STEVE OKOLO 14, Adminralty Road, Lekki, Lagos State APPOINTED 3. OPARA GEORGE EZEWUNWA Same as registered address APPOINTED 4. EBI ERNEST 919B, Adeleke Adedoyin St., V/Island, Lagos APPOINTED Previous directors: 1. MBANEFO ARTHUR 2. ORJIAKO A.B.C 3. MALLAM SHEHU OTHMAN 4. OLUWASANMI OYEKUNLE 5. OFURHIE MAC 6. NWOKEDI UCHE (applied for the certified True copy of the company's Certificate on 24th May, 2005) 7. ATTUEYI JOSEPH SECRETARY: Ajaero Adejoke of 4, chris nwosu close, Ogudu, GRA, Lagos",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/499348 SHEBAH E & P COMPANY LTD.pdf,ng_499348 SHEBAH E & P COMPANY LTD.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-OSEtKejNFRE8tV2c/edit?usp=sharing,,,,
,Shell Gas BV,,,Shell Gas BV,http://www.nlng.com/PageEngine.aspx?&id=43,,,,,Netherlands,http://investing.businessweek.com/research/stocks/private/snapshot.asp?privcapId=8176559,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Shell International Limited,,,Shell International Limited,http://investing.businessweek.com/research/stocks/private/snapshot.asp?privcapId=5502894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Shell Nigeria Developement Company,198,,Shell Nigeria Developement Company,http://www.teconoilserv.com/index.php?s=projects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Shell Nigeria Exploration and Production Company (SNEPCO),,,Shell Nigeria Exploration and Production Company (SNEPCO),http://www.hyprops.com/projects.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Shell Nigeria Gas Limited,,,Shell Nigeria Gas Limited,http://www.jamservicesco.com/projects.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Shell Petroleum Development Company of Nigeria Limited (SPDC),195,,Shell Petroleum Development Company of Nigeria Limited (SPDC),http://www.jamservicesco.com/projects.htm,,,,,,,,,,,1936,http://www.shell.com.ng/aboutshell/who-we-are/history/country/first-steps.html,"Shell Petroleum Development Company of Nigeria Ltd., Freeman  House, 21/22 Marina, PMB 2418, Lagos, Nigeria",http://www.shell.com.ng/about-our-website/contact-us.html,"Mr. Mutiu Sunmonu, Director
Mr. Olujinmi Lawal, Director",,http://www.shell.com.ng/aboutshell/pensionfund/trustees/trustee-directors.html,,,,,,,,,,,www.shell.com.ng,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Shell Petroleum NV,,,Shell Petroleum NV,http://investing.businessweek.com/research/stocks/private/snapshot.asp?privcapId=8182775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Sinopec International Petroleum Exploration & Production Corporation,201,,Sinopec International Petroleum Exploration & Production Corporation,http://investing.businessweek.com/research/stocks/private/snapshot.asp?privcapId=52846254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Sinopec International Petroleum Exploration and Production Company Nigeria Limited,200,,Sinopec International Petroleum Exploration and Production Company Nigeria Limited,http://www.anaindustries.net/projects.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Slot Engineering Nigeria limited,,,Slot Engineering Nigeria limited,http://www.sloteng.com/referenceprojects.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Snamprogetti SpA,,,Snamprogetti SpA,http://bgiresourcesltd.com/Projects_types.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Socar Trading SA,,,Socar Trading SA,http://www.bernedeclaration.ch/fileadmin/files/documents/Rohstoffe/BD-Nigeria-EN-20131101.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Star Deep Water Petroleum (CHEVRON),207,,Star Deep Water Petroleum (CHEVRON),http://hamiltontechnologies.com/index.php/projects/bulk-methanol-delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Starcrest Nigeria Energy Limited,,,Starcrest Nigeria Energy Limited,http://www.ventures-africa.com/2012/09/elcrest-acquires-30-stake-in-shells-oml-40-oil-block-for-102m/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Stardeep Water Petroleum Limited,205,,Stardeep Water Petroleum Limited,http://www.teconoilserv.com/index.php?s=projects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Statoil ASA,,,Statoil ASA,http://www.offshore-technology.com/projects/agbami/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Sterling Energy & Exploration Production Limited,,,Sterling Energy & Exploration Production Limited,http://www.belloil.com/clients/2013-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Subsea7 (Nigeria) Limited,,,Subsea7 (Nigeria) Limited,http://www.belloil.com/clients/2014-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Summit Oil & Gas Worldwide Limited,,,Summit Oil & Gas Worldwide Limited,http://www.simco-pet.com/files/ATLAS%20MMEA%20Jan11+maps.pdf,,,ng/955673,https://drive.google.com/file/d/0B-KlXDOYUc-OU2ZpVk1wbjdvOTA/edit?usp=sharing,Nigeria,https://drive.google.com/file/d/0B-KlXDOYUc-OU2ZpVk1wbjdvOTA/edit?usp=sharing,,,,,,,,,"Omiko Emmanuel Chukwudum Okoli, Director
Ven. Dr. Stanley Awuzie, Director
Engr. Nwabueze Arinze Udezue, Director
Coach Samson Siasia, Director
Chugo Chukwuenna Okoli, Director
Nneka Charity Awuzie, Director","Omiko Emmanuel Chukwudum Okoli (2,000,000)
Ven. Dr. Stanley Awuzie (2,000,000)
Engr. Nwabueze Arinze Udezue (400,000)
Coach Samson Siasia (200,000)
Chugo Chukwuenna Okoli (200,000)
Nneka Charity Awuzie (200,000)",https://drive.google.com/file/d/0B-KlXDOYUc-OU2ZpVk1wbjdvOTA/edit?usp=sharing,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 30 June 2014 SEARCH REPORT DATE OF SEARCH 30th June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja. NAME OF COMPANY SENT: SUMMIT OIL AND GAS WORLDWIDE NAME OF COMPANY FOUND: SUMMIT OIL AND GAS IND. LTD DATE OF INCORPORATION 23rd May, 2011 RC. NO.: 955673 REG. OFFICE ADDRESS 37, Pope John Paul II Street, off Maitama District, Abuja, F.C.T. FORMER REG. ADDRESS: NIL INITIAL SHARE CAPITAL 5,000,000 divided into 5,000,000 ordinary shares of N1.00 each SHARES ALLOTTED 5,000,000 CLASSES OF SHARES ORDINARY MAIN OBJECT: Services of petroleum and petroleum products. SHAREHOLDERS: NAME SHARES 1. OMIKO EMMANUEL CHUKWUDUM OKOLI 2,000,000 2. VEN. DR. STANLEY AWUZIE 2,000,000 3. ENGR. NWABUEZE ARINZE UDEZUE 400,000 4. COACH SAMSON SIASIA 200,000 5. CHUGO CHUKWUENNA OKOLI 200,000 6. NNEKA CHARITY AWUZIE 200,000 DIRECTORS: Same as shareholders SECRETARY: NIL BORROWING POWER: Clause (e), Memorandum of Association ANNUAL RETURNS NIL CHARGES: NIL REMARK/COMMENT: Duly registered",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/955673 SUMMIT OIL AND GAS IND. LTD.pdf,ng_955673 SUMMIT OIL AND GAS IND. LTD.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-OU2ZpVk1wbjdvOTA/edit?usp=sharing,,,,
,Suntrust Oil Company Nigeria Limited,,,Suntrust Oil Company Nigeria Limited,http://suntrustoil.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Sydney Gateway Limited,,,Sydney Gateway Limited,http://www.sydneygateway.com/projects1.html,,,ng/449600,https://drive.google.com/file/d/0B-KlXDOYUc-OejdxanJSMlFWODg/edit?usp=sharing,Nigeria,https://drive.google.com/file/d/0B-KlXDOYUc-OejdxanJSMlFWODg/edit?usp=sharing,,,,,,,,,"Nebedum Obi Nwabueze, Director
Obi-nebedum Evelyin Uzomaka, Director
Nebedum Samuella S., Director
Nebedum Samuel O., Director
Emmanuel Ketochukwu Obi-nebedum, Director
Emmanuel Chizara Obi Nebedum, Director



","Nebedum Obi Nwabueze (7,640,000)
Obi-nebedum Evelyin Uzomaka (1,640,000)
Nebedum Samuella S. (180,000)
Nebedum Samuel O. (180,000)
Emmanuel Ketochukwu Obi-nebedum (180,000)
Emmanuel Chizara Obi Nebedum (180,000)



",https://drive.google.com/file/d/0B-KlXDOYUc-OejdxanJSMlFWODg/edit?usp=sharing,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 26 June 2014 SEARCH REPORT DATE OF SEARCH 26th June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja NAME OF COMPANY SENT SYDNEY GATEWAY LIMITED DATE OF INCORPORATION 13th May, 1992 RC. NO. 449600 REG. OFFICE ADDRESS 104D, Airport Road, Warri, Delta State INITIAL SHARE CAPITAL 1,000,000 divided into 1,000,000 ordinary shares of N1.00 each INCREASE IN SHARE CAPITAL 10,000,000 SHARES ALLOTTED 10,000,000 CLASSES OF SHARES ORDINARY MAIN OBJECT To engage in the business of dealing in petroleum products and operating petroleum/diesel filling station. SHAREHOLDERS NAME ADDRESS SHARES 1. NEBEDUM OBI NWABUEZE 7,640,000 2. OBI-NEBEDUM EVELYIN UZOMAKA 1,640,000 3. NEBEDUM SAMUELLA .S. 180,000 4. NEBEDUM SAMUEL .O. 180,000 5. EMMANUEL KETOCHUKWU OBI- NEBEDUM 180,000 6. EMMANUEL CHIZARA OBI NEBEDUM 180,000 FIRST DIRECTORS: 1. NEBEDUM OBI NWABUEZE 2. OBI-NEBEDUM EVELYIN UZOMAKA 3. NEBEDUM SAMUELLA .S. Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 26 June 2014 4. NEBEDUM SAMUEL .O. CHANGE IN DIRECTORS: SAME AS SHAREHOLDERS SECRETARY: Loho Donald I. of DI LOHO & CO., Suite G, 2nd Floor, V/Plaza, Port Harcourt, Rivers State. BORROWING POWER: Clause 32 of Article of Association. ANNUAL RETURNS Updated CHARGES: Nil REMARK/COMMENT duly registered",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/449600 SYDNEY GATEWAY LIMITED.pdf,ng_449600 SYDNEY GATEWAY LIMITED.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-OejdxanJSMlFWODg/edit?usp=sharing,,,,
,Taleveras Petroleum Trading BV,,,Taleveras Petroleum Trading BV,CBN Appendix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Taurus Petroleum,,,Taurus Petroleum,http://www.bernedeclaration.ch/fileadmin/files/documents/Rohstoffe/BD-Nigeria-EN-20131101.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Technip France,,,Technip France,http://www.technip.com/sites/default/files/technip/publications/attachments/Technip_in_Nigeria_0.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Technip Offshore Nigeria Limited,,,Technip Offshore Nigeria Limited,http://www.technip.com/sites/default/files/technip/publications/attachments/Technip_in_Nigeria_0.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Tecon Oil Services Limited,,,Tecon Oil Services Limited,http://www.teconoilserv.com/index.php?s=projects,,,ng/158150,https://drive.google.com/file/d/0B-KlXDOYUc-OSTA1SnNUOXRaYVk/edit?usp=sharing,Nigeria,https://drive.google.com/file/d/0B-KlXDOYUc-OSTA1SnNUOXRaYVk/edit?usp=sharing,,,,,1991,http://www.teconoilserv.com/index.php?s=about-us,"7, Yeshayahu Lasode Crescent, (By Mobil House), VI, Lagos, Nigeria.",http://www.teconoilserv.com/index.php?s=personnel,"Godwin Sampson Adokpaye, Director
Maduafokwa Blossom Adaeze, Director
Njoku Donatus Chukwuemeka, Director","Messrs Equatorstar Oil Ltd (6,000,000)
Messrs Young Turk Capital Funding Ltd (6,000,000)
Mr. Tony Eze (1,000,000)
Mr. Casmir Maduafokwa (5,000,000)",https://drive.google.com/file/d/0B-KlXDOYUc-OSTA1SnNUOXRaYVk/edit?usp=sharing,,,,,,,,,,,http://www.teconoilserv.com/,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 6 June 2014 SEARCH REPORT DATE OF SEARCH 6th June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja NAME OF COMPANY SENT TECON OIL SERVICES LTD 2ND CHANGE OF NAME TECON OIL SERVICES NIG. LTD 1ST CHANGE OF NAME TECON-COSMORCORP AND GAS VENTURES LTD DATE OF INCORPORATION 15th Nov., 1990 RC. NO. 158150 REG. OFFICE ADDRESS 47, Yeshayahu, Lasode Crescent, V.I, Lagos State. CHANGE OF ADDRESS (Former) FABAC Centre, 3B, Ligali Ayorinde Crescent, V/Island, Lagos State (changed by company resolution dated 19th Nov., 2012 INITIAL SHARE CAPITAL 1,000,000 divided into 1,000,000 ordinary shares of N1.00 each INCREASE IN SHARE CAPITAL 20,000,000 divided into 20,000,000 ordinary shares of N1.00 each SHARES ALLOTTED 18,000,000 CLASSES OF SHARES ORDINARY MAIN OBJECT Act as oil and gas service and support company, servicing the petroleum, energy and oil and gas industry. Maintenance, repair, supply and installation and servicing work connected to iol and gas SHAREHOLDERS NAME ADDRESS SHARES MESSRS EQUATORSTAR OIL Same as registered office address 6,000,000 Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 6 June 2014 LTD MESSRS YOUNG TURK CAPITAL FUNDING LTD Same as above 6,000,000 MR. TONY EZE 41, trans Amadi, Ind. Layout, PortHarcourt, Rivers State 1,000,000 MR. CASMIR MADUAFOKWA 17, Mike Adenuga Close, VI, Lagos State 5,000,000 FIRST DIRECTORS: 1. GODWIN SAMPSON ADOKPAYE 306, Regency Suites, 17, Ahmed Onibudo St., Victoria Island, Lagos 2. MR. CASMIR MADUAFOKWA 37, Kofo Abayomi Street, Victoria Island, Lagos CHANGES IN DIRECTORS: ADDRESS STATUS By resolution dated 17th Nov., 2012, the following where appointed as directors: 1. GODWIN SAMPSON ADOKPAYE RE-APPOINTED 2. MADUAFOKWA BLOSSOM ADAEZ E Same as registered address APPOINTED 3. NJOKU DONATUS CHUKWUEMEKA Plot 108, F.H. Estate, Port Harcourt, Rivers State APPOINTED The following were removed by same resolution: 1. MR. CASMIR MADUAFOKWA 4, Coker Road, Ikoyi, Lagos State 2. THOMPSON ASHAYEBEYONWUREN White Haven, 13, Ibe Akari Estate, Road, Ikeja (appointed 26/5/1994) 3. IFEANYI C.C 27, Mekuwen, Road, Ikoyi Road, Ikeja, Lagos (appointed 26/5/1994) SECRETARY: Abais Law Office of 21, Boye Street, Onikan, Lagos (appointed by resolution dated 17th Nov. 2012.",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/158150 TECON OIL SERVICES LTD.pdf,ng_158150 TECON OIL SERVICES LTD.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-OSTA1SnNUOXRaYVk/edit?usp=sharing,,,,
