Child Company Name,Immediate  %,Parent Company Name,Ultimate %,Jurisdiction of Child Company,Timestamp,Corporate Identifier of Child Company,Source URL,Confidence in this source,Source publication date,No. of OpenCorporates Matches for Parent Company,No of OpenCorporates matches for child company,"Username
",Comment,Directly Controlled?,When was the relationship created?,Date acquired,Date sold,Status
Georgetown Holding Company,100,"Foseco Holding, Inc",100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Golden Hills Wind Energy LLC,100,Golden Hills Wind Farm LLC,100,United States,5/5/2014 15:02:00,us_or/66405193,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,inactive
Golden Hills Wind Farm LLC,100,Orion Energy L L C,100,United States,5/5/2014 15:02:00,us_or/43748797,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"GOMH Holdings, Inc","85,36","PHP Trading Holdings, Inc",100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Goshen Phase II LLC,50,AE Goshen II Wind Farm LLC,50,United States,5/5/2014 15:02:00,us_de/4034529,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Gravcap, Inc","12,5",BP America Production Company,25,United States,5/5/2014 15:02:00,us_de/0677508,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Heat Transfer Research, Incorporated","0,4",BP America Production Company,"0,4",United States,5/5/2014 15:02:00,us_ok/2300177836,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Highlands Ethanol, LLC",100,BP Biofuels North America LLC,100,United States,5/5/2014 15:02:00,us_fl/M07000006340,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Hydrogen Energy International LLC,50,BP Alternative Energy North America Inc,50,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"IGI Resources, Inc",100,BP Energy Company,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Ken-Chas Reserve Company,99,BP Exploration (Alaska) Inc,100,United States,5/5/2014 15:02:00,us_oh/692902,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Long Island Solar Farm LLC,"10,03",BP Solar International Inc,"10,03",United States,5/5/2014 15:02:00,us_de/4724379,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Los Palacios Exploration Corporation,100,Atlantic Richfield Company,100,United States,5/5/2014 15:02:00,us_de/0484803,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Main Pass Oil Gathering Company, a Partnership","33,33",Amoco Main Pass Gathering Company,"33,33",United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Mardi Gras Endyrnion Oil Pipeline Company, LLC",100,Mardi Gras Transportation System Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Mardi Gras Transportation System Inc,100,BP America Inc,100,United States,5/5/2014 15:02:00,us_la/35132309F,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Mars Oil Pipeline Company,"28,5",BP Offshore Pipelines Inc,"28,5",United States,5/5/2014 15:02:00,us_la/34529377L,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Medina Holding Company,100,"Foseco Holding, Inc",100,United States,5/5/2014 15:02:00,us_de/2217220,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Mehoopany Holdings LLC,100,BP Wind Energy North America Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Mehoopany Wind Energy LLC,100,Mehoopany Wind Holdings LLC,50,United States,5/5/2014 15:02:00,us_pa/3814500,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Mehoopany Wind Holdings LLC,50,Mehoopany Holdings LLC,50,United States,5/5/2014 15:02:00,us_pa/4073003,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Milne Point Pipeline, LLC",100,BP Transportation (Alaska) Inc,100,United States,5/5/2014 15:02:00,us_ak/71658D,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Mohave County Wind Farm LLC,100,Orion Energy L L C,100,United States,5/5/2014 15:02:00,us_de/3949825,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"MOUNTAIN CITY REMEDIATION, LLC",100,"ARCO Environmental Remediation, L L C",100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Ninnescah Wind Energy LLC,100,BP Wind Energy North America Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
North America Funding Company,100,BP Corporation North America Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Northstar Pipeline Company, LLC","98,58",BP Transportation (Alaska) Inc,"98,58",United States,5/5/2014 15:02:00,us_ak/104201,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Oak Hill Venture Fund Limited Partnership,50,BPA Investment Holding Company,50,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Okeanos Gas Gathering Company, LLC","66,67",Mardi Gras Transportation System Inc,"66,67",United States,5/5/2014 15:02:00,us_de/3402428,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Olympic Pipe Line Company,15,ARCO Midcon LLC,15,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"0MD87, Inc",100,Burmah Castrol Holdings Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Omega Oil Company,100,Amoco Oil Holding Company,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Orion Delaware Mountain Wind Farm LP,99,BP Wind Energy North America Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Orion Energy Holdings, LLC",100,Orion Energy L L C,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Orion Energy L I C,100,BP Wind Energy North America Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Orion Post Land Investments, LLC",100,Orion Energy L L C,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Pan American Energy LLC,"59,88",BP Argentina Exploration Company,60,United States,5/5/2014 15:02:00,us_id/W61151,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Pan American Energy LNG LLC,100,Pan American Energy LLC,60,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Pan American Petroleum Company of California,100,Atlantic Richfield Company,100,United States,5/5/2014 15:02:00,us_ca/C0193207,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Pan American Petroleum Corporation,100,BP America Production Company,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Peaks America Inc,100,BP Corporate Holdings Limited,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"PHP Construction Holdings, Inc",100,Amoco Netherlands Petroleum Company,100,United States,5/5/2014 15:02:00,us_de/4860592,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"PHP Trading Holdings, Inc",100,Amoco Caspian Sea Petroleum Company,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Prince William Sound Oil Spill Response Corporation,25,BP Pipelines (Alaska) Inc,25,United States,5/5/2014 15:02:00,us_ak/47197D,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Products Cogeneration Company,100,Atlantic Richfield Company,100,United States,5/5/2014 15:02:00,us_ca/C1536924,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"ProGas U S A, Inc",100,ProGas Limited,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Proteus Oil Pipeline Company, LLC",75,Mardi Gras Transportation System Inc,75,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Remediation Management Services Company,100,BP Company North America Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Resolution Partners LLP,68,BP America Production Company,68,United States,5/5/2014 15:02:00,us_ma/001044799,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Richfield Oil Corporation,100,Atlantic Richfield Company,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Rodas Exploration Corporation,100,Atlantic Richfield Company,100,United States,5/5/2014 15:02:00,us_de/0484805,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Rolling Thunder I Power Partners, LLC",100,BP Wind Energy North America Inc,100,United States,5/5/2014 15:02:00,us_sd/FL004905,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Rolling Thunder II Power Partners, LLC",100,"Titan Wind, LLC",50,United States,5/5/2014 15:02:00,us_sd/FL003016,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Santa Cruz Exploration Corporation,100,Atlantic Richfield Company,100,United States,5/5/2014 15:02:00,us_de/0484806,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Sherbino I Holdings LLC,100,BP Wind Energy North America Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Sherbino I Wind Farm LLC,50,Sherbino I Holdings LLC,50,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Sherbino II Wind Farm LLC,100,BP Wind Energy North America Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Sherbino Mesa I Land Investments LLC,100,"Orion Energy Holdings, LLC",100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Silva Exploration Corporation,100,Atlantic Richfield Company,100,United States,5/5/2014 15:02:00,us_de/0484807,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Silver Star I Power Partners, LLC",100,BP Wind Energy North America Inc.,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Silver Star II Power Partners, LLC",50,BP Wind Energy North America Inc,50,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"South Houston Green Power, LLC",100,BP Products North America Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
South Louisiana Biofuels LLC,100,BP Biofuels North America LLC,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Southeast Texas Biofuels LLC,100,BP Biofuels North America LLC,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Southern Ridge Pipeline GP LLC,50,Southern Ridge Pipeline Holding Company,50,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Southern Ridge Pipeline Holding Company,100,BP Pipelines (North America) Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Southern Ridge Pipeline LP LLC,100,Southern Ridge Pipeline Holding Company,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Southern Ridge Pipeline Partners LP,"49,95",Southern Ridge Pipeline LP LLC,"50,05",United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Standard Oil Alternate Energy Development Company,100,The Standard Oil Company,100,United States,5/5/2014 15:02:00,us_oh/544565,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
