company,immediate,parent,ultimate,jurisdiction,,oc_id,source_url,confidence,source_date,,,,,ownership_type,,start_date,end_date,ownership_status,,turnover,profit,assets,liabilities,document_name,documentation_summary,document_raw,document_url,document_filename,,,document2_name,document2_summary,document2_raw,document2_url,document2_filename,,
BP SOLAR HELLAS S A,100,BP Alternative Energy Holdings Limited,100,Greece,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Solar International Inc,100,BP Corporation North America Inc,100,United States,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Solar Italia S R L,99,BP Alternative Energy Holdings Limited,100,Italy,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Solar Pty Limited,100,BP Oil Australia Pty Limited,100,Australia,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP South East Asia Limited,99,BP P L C,100,United Kingdom,05.05.14 00:00,gb/00974284,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,not stated, 1 129 646, 24 767 793, 22 251 865,,,,/Corporate Mapping/BP/BP Project/Finance Sheets/00974284 BP South East Asia Limited.csv,00974284 BP South East Asia Limited.csv,https://data.openoil.net/documents/financials/00974284 BP South East Asia Limited.csv,200,,,,/UK Companies House filings/gb/00974284 BP South East Asia Limited/AA 2012 BP South East Asia Limited.pdf,gb_00974284 BP South East Asia Limited/AA 2012 BP South East Asia Limited.pdf,https://data.openoil.net/documents/gb_00974284 BP South East Asia Limited/AA 2012 BP South East Asia Limited.pdf,
BP Southern Africa (Proprietary) Limited,75,BP P L C,75,South Africa,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Southern Cone Company,100,BP America Production Company,100,United States,05.05.14 00:00,us_de/0665528,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Subsea Well Response (Brazil) Limited,100,BP Exploration Operating Company Limited,100,United Kingdom,05.05.14 00:00,gb/08336474,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Subsea Well Response Limited,100,BP Exploration Operating Company Limited,100,United Kingdom,05.05.14 00:00,gb/07974282,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,not stated,- 1 186 710, 15 706 459,  4 810,,,,/Corporate Mapping/BP/BP Project/Finance Sheets/07974282 BP Subsea Well Response Limited.csv,07974282 BP Subsea Well Response Limited.csv,https://data.openoil.net/documents/financials/07974282 BP Subsea Well Response Limited.csv,200,,,,/UK Companies House filings/gb/07974282 BP Subsea Well Response Limited/AA 15/07/2013 FULL ACCOUNTS MADE UP TO 31/1/12.pdf,gb_07974282 BP Subsea Well Response Limited/AA 15_07_2013 FULL ACCOUNTS MADE UP TO 31_1_12.pdf,https://data.openoil.net/documents/gb_07974282 BP Subsea Well Response Limited/AA 15_07_2013 FULL ACCOUNTS MADE UP TO 31_1_12.pdf,
BP Sutton Limited,100,BP International Limited,100,United Kingdom,05.05.14 00:00,gb/00182436,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Swaziland (Pty) Limited,100,BP P L C,100,Swaziland,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Taiwan Marketing Limited,100,Castrol Limited,100,"Taiwan, Province of China",05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Tanjung IV Limited,100,BP Exploration Operating Company Limited,100,United Kingdom,05.05.14 00:00,gb/05319378,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,not stated,- 4 237 712,  489 860, 4 953 835,,,,/Corporate Mapping/BP/BP Project/Finance Sheets/05319378 BP Tanjung IV Limited.csv,05319378 BP Tanjung IV Limited.csv,https://data.openoil.net/documents/financials/05319378 BP Tanjung IV Limited.csv,200,,,,/UK Companies House filings/gb/05319378 Tanjung IV/05319378 AA 31/12/2012.pdf,gb_05319378 Tanjung IV/05319378 AA 31_12_2012.pdf,https://data.openoil.net/documents/gb_05319378 Tanjung IV/05319378 AA 31_12_2012.pdf,
BP Technology Ventures Inc,100,BP Corporation North America Inc,100,United States,05.05.14 00:00,us_de/4304674,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Toplivnaya Kompanya LLC,100,BP Holdings International B V,100,Russian Federation,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
"BP Trade and Supply (Germany) GmbH,Hamburg",100,BP Europa SE,100,Germany,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Trading Limited,100,BP P L C,100,United Kingdom,05.05.14 00:00,gb/01033761,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,  11 873,- 1 528 263, 60 647 715, 59 301 497,,,,/Corporate Mapping/BP/BP Project/Finance Sheets/01033761 BP Trading Limited.csv,01033761 BP Trading Limited.csv,https://data.openoil.net/documents/financials/01033761 BP Trading Limited.csv,200,,,,/UK Companies House filings/gb/01033761 BP Trading Limited/AA 2012 BP Trading Limited.pdf,gb_01033761 BP Trading Limited/AA 2012 BP Trading Limited.pdf,https://data.openoil.net/documents/gb_01033761 BP Trading Limited/AA 2012 BP Trading Limited.pdf,
BP TRAIN 2/3 HOLDING SRL,100,Atlantic 2/3 UK Holdings Limited,100,Barbados,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Transportation (Alaska) Inc,100,BP Pipelines (Alaska) Inc,100,United States,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Trinidad and Tobago LLC,100,BPRY Caribbean Ventures LLC,70,United States,05.05.14 00:00,us_de/0558507,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Trinidad Processing Limited,100,BP (Barbados) Holding SRL,100,Trinidad and Tobago,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Turkey Refining Limited,100,BP P L C,100,United Kingdom,05.05.14 00:00,gb/00609762,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,not stated,  625 000, 27 032 000, 21 169 000,,,,/Corporate Mapping/BP/BP Project/Finance Sheets/00609762 BP Turkey Refining Limited.csv,00609762 BP Turkey Refining Limited.csv,https://data.openoil.net/documents/financials/00609762 BP Turkey Refining Limited.csv,200,,,,/UK Companies House filings/gb/00609762 BP Turkey Refining Limited/AA 2012 BP Turkey Refining Limited.pdf,gb_00609762 BP Turkey Refining Limited/AA 2012 BP Turkey Refining Limited.pdf,https://data.openoil.net/documents/gb_00609762 BP Turkey Refining Limited/AA 2012 BP Turkey Refining Limited.pdf,
BP Venezuela Investments B V,80.7,BPNE International B V,100,Netherlands,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP West Aru I Limited,100,BP Exploration Operating Company Limited,100,United Kingdom,05.05.14 00:00,gb/01937364,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,not stated,-  944 989, 1 038 267, 1 983 253,,,,/Corporate Mapping/BP/BP Project/Finance Sheets/01937364 BP West Aru I Limited.csv,01937364 BP West Aru I Limited.csv,https://data.openoil.net/documents/financials/01937364 BP West Aru I Limited.csv,200,,,,/UK Companies House filings/gb/01937364 BP West Aru I Limited/01937364 AA 31/12/2012 16.pdf,gb_01937364 BP West Aru I Limited/01937364 AA 31_12_2012 16.pdf,https://data.openoil.net/documents/gb_01937364 BP West Aru I Limited/01937364 AA 31_12_2012 16.pdf,
BP West Aru II Limited,100,BP Exploration Operating Company Limited,100,United Kingdom,05.05.14 00:00,gb/06383184,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,not stated,-  903 619, 10 019 616, 10 923 234,,,,/Corporate Mapping/BP/BP Project/Finance Sheets/06383184 BP West Aru II Limited.csv,06383184 BP West Aru II Limited.csv,https://data.openoil.net/documents/financials/06383184 BP West Aru II Limited.csv,200,,,,/UK Companies House filings/gb/06383184 BP West Aru II Limited/AA 20/06/2013 FULL ACCOUNTS MADE UP TO 31/12/12.pdf,gb_06383184 BP West Aru II Limited/AA 20_06_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,https://data.openoil.net/documents/gb_06383184 BP West Aru II Limited/AA 20_06_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,
BP West Coast Products LLC,100,BP Products North America Inc,100,United States,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP West Papua I Limited,100,BP Exploration Operating Company Limited,100,United Kingdom,05.05.14 00:00,gb/04833438,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,not stated,- 2 841 501, 3 558 472,  401 029,,,,/Corporate Mapping/BP/BP Project/Finance Sheets/04833438 BP West Papua I Limited.csv,04833438 BP West Papua I Limited.csv,https://data.openoil.net/documents/financials/04833438 BP West Papua I Limited.csv,200,,,,/UK Companies House filings/gb/04833438 BP West Papua I/04833438 AA 31/12/2012.pdf,gb_04833438 BP West Papua I/04833438 AA 31_12_2012.pdf,https://data.openoil.net/documents/gb_04833438 BP West Papua I/04833438 AA 31_12_2012.pdf,
BP West Papua III Limited,100,BP Exploration Operating Company Limited,100,United Kingdom,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,LB changed 'lll' to 'III',not stated,- 12 242 596, 3 946 969, 7 812 809,,,,/Corporate Mapping/BP/BP Project/Finance Sheets/03604331 BP West Papua Ill Limited.csv,03604331 BP West Papua Ill Limited.csv,https://data.openoil.net/documents/financials/03604331 BP West Papua Ill Limited.csv,200,,,,/UK Companies House filings/gb/03604331 BP West Papua III Limited/AA 01/08/2013 FULL ACCOUNTS MADE UP TO 31/12/12.pdf,gb_03604331 BP West Papua III Limited/AA 01_08_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,https://data.openoil.net/documents/gb_03604331 BP West Papua III Limited/AA 01_08_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,200
BP Winagar Ltd,100,BP America Production Company,100,United States,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Wind Energy North America Inc,100,BP Alternative Energy North America Inc,100,United States,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP World-Wide Technical Services Limited,100,BP Chemicals Limited,100,United Kingdom,05.05.14 00:00,gb/00510676,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,  31 000,-  27 000,  80 000,  10 000,,,,/Corporate Mapping/BP/BP Project/Finance Sheets/00510676 BP World-Wide Technical Services Limited.csv,00510676 BP World-Wide Technical Services Limited.csv,https://data.openoil.net/documents/financials/00510676 BP World-Wide Technical Services Limited.csv,200,,,,/UK Companies House filings/gb/00510676 BP World-Wide Technical Services Limited/AA 21/08/2013 FULL ACCOUNTS MADE UP TO 31/12/12.pdf,gb_00510676 BP World-Wide Technical Services Limited/AA 21_08_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,https://data.openoil.net/documents/gb_00510676 BP World-Wide Technical Services Limited/AA 21_08_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,200
BP YPC Acetyls Company (Nanjing) Limited,50,BP Chemicals Investments Limited,50,China,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
"BP ZhongShan LPG Co ,Ltd",100,BP Global Investments Limited,100,China,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Zhuhai Chemical Company Limited,40.8,BP Global Investments Limited,85,China,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP-Husky Refining LLC,50,Toledo Refinery Holding Company LLC,50,United States,05.05.14 00:00,us_de/4477230,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP-Japan Oil Development Company Limited,50,BP Exploration Company Limited,50,United Kingdom,05.05.14 00:00,gb/SC001501,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,1 320 246 065,  3 212, 874 206 874, 868 829 425,,,,/Corporate Mapping/BP/BP Project/Finance Sheets/SC001501 BP-Japan Oil Development Company Limited.csv,SC001501 BP-Japan Oil Development Company Limited.csv,https://data.openoil.net/documents/financials/SC001501 BP-Japan Oil Development Company Limited.csv,200,,,,/UK Companies House filings/gb/SC001501 BP-Japan Oil Development Company Limited/AA 11/09/2013 FULL ACCOUNTS MADE UP TO 31/12/12.pdf,gb_SC001501 BP-Japan Oil Development Company Limited/AA 11_09_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,https://data.openoil.net/documents/gb_SC001501 BP-Japan Oil Development Company Limited/AA 11_09_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,200
BP+Amoco International Limited,100,BP P L C,100,United Kingdom,05.05.14 00:00,gb/03604330,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,, 85 558 000,  630 000, 9 319 000, 5 098 000,,,,/Corporate Mapping/BP/BP Project/Finance Sheets/03604330 BP+Amoco International Limited.csv,03604330 BP+Amoco International Limited.csv,https://data.openoil.net/documents/financials/03604330 BP+Amoco International Limited.csv,200,,,,/UK Companies House filings/gb/03604330 BP+Amoco International Limited/AA 17/05/2013 FULL ACCOUNTS MADE UP TO 31/12/12.pdf,gb_03604330 BP+Amoco International Limited/AA 17_05_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,https://data.openoil.net/documents/gb_03604330 BP+Amoco International Limited/AA 17_05_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,
BPA Investment Holding Company,100,BP Company North America Inc,100,United States,05.05.14 00:00,us_de/3161579,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BPNE International B V,100,BP Netherlands Exploration Holding B V,100,Netherlands,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BPRY Caribbean Ventures LLC,70,BP Caribbean Company,70,United States,05.05.14 00:00,us_de/3296387,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BPS BRINDISI 1 s r I,100,BP Solar Italia S R L,100,Italy,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BPSA Pension Fund,100,BP Southern Africa (Proprietary) Limited,75,South Africa,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
"BPZR (Ningbo)LPG Co ,Ltd",50,BP Global Investments Limited,50,China,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Braendstoflageret Kobenhavns Lufthavn I/S,16,BP Aviation A/S,16,Denmark,05.05.14 00:00,dk/24247910,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Brian Jasper Nominees Pty Ltd,100,Centrel Pty Ltd,100,Australia,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Britannic Energy Trading Limited,100,BP International Limited,100,United Kingdom,05.05.14 00:00,gb/01378710,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,  33 516,  1 607,  210 650,  25 580,,,,/Corporate Mapping/BP/BP Project/Finance Sheets/01378710 Britannic Energy Trading Limited.csv,01378710 Britannic Energy Trading Limited.csv,https://data.openoil.net/documents/financials/01378710 Britannic Energy Trading Limited.csv,200,,,,/UK Companies House filings/gb/01378710 Britannic Energy Trading Limited/AA 26/04/2013 FULL ACCOUNTS MADE UP TO 31/12/12.pdf,gb_01378710 Britannic Energy Trading Limited/AA 26_04_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,https://data.openoil.net/documents/gb_01378710 Britannic Energy Trading Limited/AA 26_04_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,200
